part_place,part_name,house_type,house_big,floor,house_direct,house_sale_money,house_price,house_age,house_sale_time
龙华新区 龙华中心,南国丽园,3室2厅,78,低楼层,北,370,47435,2009,2016.03
龙岗 布吉,来座山,3室2厅,76,中楼层,南,370,48684,未知,2016.03
罗湖 莲塘,富达花园,1室1厅,43,中楼层,北,205,47674,2009,2016.03
福田 华侨城,新浩城花园,5室2厅,233,低楼层,南,1650,70815,1997,2016.03
龙华新区 龙华中心,乐景花园,3室2厅,93,中楼层,东南,307,33010,2000,2016.03
龙岗 布吉,茂业城,3室2厅,90,中楼层,东南,265,29444,1995,2016.03
龙岗 布吉,丽湖花园一期,1室1厅,44,中楼层,北,126,28636,1997,2016.03
南山 蛇口,雍景湾,3室2厅,89,中楼层,南,910,102247,2012,2016.03
龙华新区 深圳北站,莱蒙水榭春天5期,5室3厅,255,低楼层,南,1450,56862,2012,2016.03
龙岗 布吉,佳兆业可园五期,3室2厅,106,中楼层,南,519.8,49037,2005,2016.03
福田 竹子林,香诗美林,3室2厅,93,中楼层,南,750,80645,2003,2016.03
龙岗 龙岗中心,缤纷世纪,2室1厅,57,中楼层,西南,158,27719,2010,2016.03
福田 华侨城,新浩城花园,3室2厅,149,中楼层,西南,885,59395,1999,2016.03
龙岗 布吉,南威中心,2室2厅,78,高楼层,南,205,26282,1997,2016.03
龙岗 布吉,和谐家园,2室2厅,68,低楼层,东南,315,46323,2010,2016.03
罗湖 东门,东悦名轩,2室1厅,58,高楼层,南,336,57931,未知,2016.03
龙华新区 深圳北站,绿景香颂,4室2厅,88,高楼层,西南,478,54318,2013,2016.03
福田 福田中心,海连大厦,3室2厅,95,高楼层,东南,618,65052,1995,2016.03
南山 华侨城,香山里,3室2厅,84,中楼层,东南,520,61904,2012,2016.03
罗湖 翠竹,合正荣悦,2室1厅,66,中楼层,东南,480,72727,2013,2016.03
宝安 新安,湖景居,3室2厅,124,中楼层,西南,550,44354,2007,2016.03
龙华新区 民治,潜龙鑫茂花园B区,1室1厅,37,中楼层,南,190,51351,2006,2016.03
福田 皇岗,星河华居,2室2厅,69,高楼层,东北,368,53333,2002,2016.03
龙岗 布吉,国展苑,2室1厅,56,中楼层,南,191.5,34196,2002,2016.03
福田 梅林,梅林一村一区,3室2厅,98,高楼层,南,592,60408,1999,2016.03
福田 福田中心,润恒大厦,1室1厅,39,中楼层,西北,225,57692,2003,2016.03
宝安 新安,西城品阁,1室1厅,37,中楼层,东南,170,45945,未知,2016.03
龙岗 布吉,康桥紫郡,3室2厅,92,低楼层,东,360,39130,2006,2016.03
龙岗 坂田,万科金色半山,3室2厅,105,中楼层,南,300,28571,2011,2016.03
龙岗 龙岗中心,珑禧,3室2厅,89,高楼层,东南 南,255,28651,2014,2016.03
龙岗 龙岗中心,御府名筑,3室2厅,85,低楼层,东南,273,32117,2010,2016.03
龙岗 龙岗中心,御府名筑,4室2厅,145,低楼层,南,200,13793,2010,2016.03
龙岗 龙岗中心,尚景花园,3室2厅,102,低楼层,南 北,366,35882,2002,2016.03
龙岗 龙岗中心,大运城邦米兰公寓,3室2厅,97,中楼层,南,266.8,27505,2017,2016.03
龙岗 横岗,梧桐花园,5室2厅,260,低楼层,南,1100,42307,未知,2016.03
龙岗 龙岗中心,天健现代城,4室2厅,140,低楼层,南,510,36428,2007,2016.03
龙岗 坂田,万科四季花城,3室2厅,105,中楼层,南,510,48571,2001,2016.03
龙岗 龙岗中心,家和盛世花园一期,4室2厅,124,低楼层,南,350,28225,2010,2016.03
南山 西丽,十五峯花园,4室1厅,147,中楼层,南,500,34013,2010,2016.03
罗湖 百仕达,金泰名苑,3室2厅,130,低楼层,南,610,46923,未知,2016.03
罗湖 罗湖口岸,新银座华庭,2室2厅,65,中楼层,北,310,47692,2004,2016.03
宝安 桃源居,桃源峰景园,3室2厅,86,低楼层,南,390,45348,2011,2016.03
福田 新洲,绿景中城天邑花园,3室2厅,106,低楼层,南,770,72641,2008,2016.03
宝安 桃源居,桃源盛景园十六区,2室2厅,84,高楼层,南,378.8,45095,2007,2016.03
福田 华强北,红荔村,3室2厅,78,高楼层,南,626,80256,1989,2016.03
罗湖 东门,京基东方颐园,2室1厅,53,低楼层,南,323,60943,2010,2016.03
龙华新区 清湖,美丽365花园,4室2厅,115,中楼层,东南,428,37217,2002,2016.03
罗湖 黄贝岭,汇鑫花园,2室1厅,65,高楼层,南,328,50461,2000,2016.03
龙华新区 民治,潜龙花园,3室2厅,91,中楼层,东南,339,37252,2002,2016.03
福田 梅林,荔园阁,1室1厅,42,高楼层,东,210,50000,1999,2016.03
龙岗 坂田,十二橡树庄园二期,6室3厅,230,低楼层,东南,1600,69565,2011,2016.03
南山 科技园,珑御府,4室2厅,90,未知楼层,南,975,108333,2014,2016.03
龙岗 布吉,信义假日名城六期溢芳园,2室1厅,70,低楼层,东北,310,44285,2007,2016.03
南山 科技园,珑御府,4室2厅,90,未知楼层,南,975,108333,2014,2016.03
福田 皇岗,银泰苑,5室2厅,208,低楼层,南,1048.8,50423,未知,2016.03
罗湖 布心,双御雅轩,2室2厅,63,低楼层,南,413,65555,2008,2016.03
龙岗 横岗,信义御城豪园,3室2厅,89,高楼层,西南,388,43595,2013,2016.03
龙岗 横岗,信义御城豪园,4室1厅,89,中楼层,南,495,55617,2013,2016.03
宝安 新安,灵芝新村,2室2厅,70,中楼层,东南,303,43285,1985,2016.03
龙岗 布吉,南岭花园,3室2厅,88,中楼层,北,239,27159,1994,2016.03
龙岗 横岗,信义御城豪园,3室2厅,89,中楼层,东南,383,43033,2013,2016.03
福田 福田中心,星河国际花园,2室2厅,87,低楼层,南,750,86206,2003,2016.03
南山 西丽,十五峯花园,4室1厅,147,中楼层,南 北,550,37414,2010,2016.03
龙岗 布吉,南威中心,2室2厅,80,高楼层,南,212,26500,1992,2016.03
龙岗 坂田,万科城,4室2厅,95,高楼层,西北,620,65263,2004,2016.03
罗湖 地王,和平广场,2室1厅,62,高楼层,北,318,51290,未知,2016.03
南山 大学城,学子荔园,1室1厅,31,低楼层,南,144.8,46709,2006,2016.03
宝安 西乡,碧海名园,2室1厅,60,中楼层,西南,300,50000,2004,2016.03
龙岗 龙岗中心,中央悦城,2室2厅,72,低楼层,西,223.8,31083,2010,2016.03
罗湖 莲塘,梧桐山新居,1室1厅,41,高楼层,西南,209,50975,2001,2016.03
福田 华侨城,碧海云天二期,3室2厅,125,高楼层,西南,977,78160,2003,2016.03
南山 南头,愉康花园,2室1厅,48,中楼层,西南,353.5,73645,1996,2016.03
龙岗 布吉,中城康桥花园一期,2室2厅,75,低楼层,东,253.5,33800,2000,2016.03
福田 皇岗,皇御苑三期,2室2厅,79,中楼层,东北,543,68734,2007,2016.03
福田 皇岗,皇御苑二期,3室2厅,86,高楼层,东南 西北,512,59534,2003,2016.03
龙岗 横岗,卓越城市中心花园,3室2厅,120,中楼层,西南,360,30000,2001,2016.03
福田 百花,长乐花园,3室2厅,91,低楼层,东北,690,75824,1993,2016.03
宝安 新安,黄金大厦,2室2厅,64,高楼层,西北,332.6,51968,2012,2016.03
福田 华强南,桐林城市广场,1室1厅,31,中楼层,东南,198,63870,2012,2016.03
龙岗 坂田,万科金色半山,3室2厅,105,中楼层,南,160,15238,2011,2016.03
南山 前海,星海名城二期七组团,3室2厅,88,中楼层,西南,555,63068,2002,2016.03
龙岗 龙岗中心,家和盛世花园一期,4室2厅,124,低楼层,南,278,22419,2010,2016.03
福田 梅林,凯伦花园,1室0厅,19,中楼层,北,104,54736,1996,2016.03
龙岗 布吉,阳基新天地,2室2厅,76,中楼层,西南,251.5,33092,未知,2016.03
福田 福田中心,天健世纪花园,3室2厅,120,低楼层,东南,960,80000,2004,2016.03
南山 蛇口,爱榕园,3室1厅,67,高楼层,东南,450,67164,1993,2016.03
龙岗 龙岗中心,新亚洲花园,3室2厅,111,低楼层,北,355,31981,2001,2016.03
南山 深圳湾,卓越维港北区,4室2厅,179,低楼层,东南,850,47486,2009,2016.03
罗湖 百仕达,东安花园,3室2厅,83,高楼层,南,339,40843,未知,2016.03
盐田 盐田港,花样年花港家园,1室1厅,42,低楼层,西南,138,32857,2007,2016.03
福田 八卦岭,鹏盛村,1室0厅,32,高楼层,南,138,43125,2009,2016.03
龙岗 布吉,盈翠家园,2室2厅,68,中楼层,南,238.5,35073,2001,2016.03
福田 皇岗,恒福花园,2室1厅,47,中楼层,东北,265,56382,1999,2016.03
宝安 桃源居,世外桃源,2室2厅,93,高楼层,东,278,29892,2004,2016.03
南山 红树湾,中信红树湾南区,4室2厅,291,低楼层,西南,3500,120274,2005,2016.03
南山 华侨城,香山里,4室2厅,89,低楼层,东南,631,70898,2010,2016.03
盐田 盐田港,花样年花港家园,2室1厅,60,高楼层,南,215,35833,2007,2016.03
福田 皇岗,皇御苑二期,2室2厅,70,中楼层,北,428,61142,2003,2016.03
福田 皇岗,宣嘉华庭,2室2厅,78,低楼层,南,420,53846,2000,2016.03
盐田 盐田港,和亨中心广场,2室1厅,63,高楼层,西南,240,38095,2006,2016.03
龙岗 布吉,阳光翠园,2室1厅,68,低楼层,北,166,24411,2003,2016.03
龙华新区 深圳北站,汇龙湾,4室2厅,101,中楼层,南,750,74257,2015,2016.03
南山 华侨城,香山里,3室2厅,163,低楼层,东南,525,32208,2010,2016.03
龙岗 坂田,万科第五园七期,4室2厅,175,低楼层,南,1007.43,57567,2013,2016.03
龙华新区 深圳北站,金地梅陇镇三期,1室1厅,46,低楼层,南,248,53913,2009,2016.03
福田 华侨城,金海燕花园,4室2厅,127,低楼层,西北,790,62204,1997,2016.03
罗湖 清水河,丰湖花园,2室1厅,62,中楼层,南,254.5,41048,2009,2016.03
宝安 新安,西城品阁,1室0厅,37,中楼层,东南,168,45405,未知,2016.03
龙岗 布吉,德福花园,2室1厅,51,未知楼层,南,165,32352,1998,2016.03
龙岗 布吉,万科红一期,3室1厅,99,中楼层,北,478,48282,2011,2016.03
龙岗 布吉,名城国际广场,1室2厅,44,中楼层,西南,132,30000,1998,2016.03
龙岗 布吉,丽湖花园二期,2室1厅,60,高楼层,西南,182,30333,1997,2016.03
福田 香蜜湖,东海花园,4室2厅,154,低楼层,东南,1200,77922,1997,2016.03
宝安 宝安中心,金汇名园,3室1厅,115,中楼层,南,477.5,41521,2003,2016.03
南山 前海,鼎太风华七期,2室1厅,60,低楼层,南,418,69666,2008,2016.03
龙岗 布吉,大世纪水山缘,3室1厅,88,高楼层,南,318,36136,2004,2016.03
龙岗 布吉,中房怡芬花园,2室2厅,60,低楼层,南,208,34666,1996,2016.03
罗湖 黄贝岭,文华花园,2室1厅,86,高楼层,西北,310,36046,未知,2016.03
南山 蛇口,招商海琴花园,4室2厅,140,高楼层,南,793,56642,2002,2016.03
龙岗 坂田,万科金色半山,4室2厅,143,中楼层,南 北,332,23216,2011,2016.03
龙岗 坂田,万科金色半山,4室2厅,141,低楼层,南 北,268,19007,2011,2016.03
福田 华强北,君悦阁,1室0厅,40,高楼层,西,317.5,79375,2005,2016.03
宝安 曦城,中海九号公馆一期,4室3厅,201,低楼层,南,1700,84577,未知,2016.03
龙岗 布吉,来座山,4室1厅,86,高楼层,南,500,58139,未知,2016.03
龙岗 坂田,万科里城,2室2厅,70,高楼层,东南,394,56285,2010,2016.03
南山 蛇口,龙瑞佳园,2室2厅,76,低楼层,西南,397.8,52342,2015,2016.03
南山 蛇口,雍景湾,2室1厅,53,高楼层,南,520,98113,2012,2016.03
龙岗 布吉,中城康桥花园一期,2室2厅,68,中楼层,南,239,35147,2000,2016.03
南山 蛇口,雍景湾,2室1厅,85,高楼层,南 北,830,97647,2012,2016.03
南山 蛇口,老街新寓,1室0厅,29,高楼层,北,152,52413,1988,2016.03
盐田 盐田港,花样年花港家园,1室0厅,30,中楼层,西南,92.5,30833,2007,2016.03
福田 景田,赛格景苑,4室2厅,164,高楼层,东南,862,52560,1998,2016.03
罗湖 春风路,阳光新干线家园,1室1厅,39,低楼层,东,195,50000,2005,2016.03
罗湖 莲塘,聚福花园,1室0厅,37,低楼层,南,83,22432,2002,2016.03
福田 新洲,嘉葆润金座,1室1厅,67,中楼层,南,293,43731,2013,2016.03
福田 新洲,嘉葆润金座,2室1厅,38,中楼层,南,293,77105,2013,2016.03
南山 华侨城,香山里,3室2厅,148,中楼层,东南,440,29729,2012,2016.03
龙岗 南联,万象天成,1室1厅,54,中楼层,东,162.5,30092,2009,2016.03
罗湖 黄贝岭,文华花园,3室1厅,87,低楼层,东南,333.9,38379,未知,2016.03
宝安 新安,灵芝新村,2室2厅,73,低楼层,东南,290,39726,1985,2016.03
宝安 新安,中洲华府,3室2厅,88,高楼层,西南,488,55454,2015,2016.03
龙岗 龙岗中心,星河时代,3室2厅,86,低楼层,西南,451,52441,未知,2016.03
罗湖 布心,碧岭华庭,2室2厅,82,低楼层,西南,379,46219,2002,2016.03
龙岗 龙岗中心,花半里,3室2厅,109,中楼层,南,420,38532,2005,2016.03
罗湖 春风路,置地逸轩,1室1厅,43,高楼层,东,233.8,54372,2005,2016.03
宝安 新安,中洲华府,3室2厅,88,中楼层,南,492.8,56000,2015,2016.03
宝安 新安,中洲华府,3室2厅,89,中楼层,南,500,56179,2015,2016.03
龙岗 坂田,信义嘉御山,3室2厅,84,未知楼层,南 北,525,62500,2014,2016.03
龙岗 布吉,中房怡芬花园,2室1厅,61,低楼层,东南,209,34262,1996,2016.03
龙华新区 龙华中心,丰润花园,2室2厅,74,低楼层,南,265,35810,1998,2016.03
福田 福田中心,星河世纪,1室0厅,45,低楼层,南,300,66666,2004,2016.03
南山 蛇口,雍景湾,2室2厅,88,中楼层,南,770,87500,2012,2016.03
龙岗 布吉,佳兆业可园六期,4室2厅,137,中楼层,南,616,44963,2009,2016.03
龙岗 布吉,德福花园,1室1厅,42,高楼层,西,125,29761,1998,2016.03
福田 上下沙,花好园,1室1厅,43,低楼层,北,270,62790,2005,2016.03
宝安 宝安中心,花样年花郡(宝安),1室0厅,27,中楼层,东北,165,61111,2010,2016.03
南山 白石洲,中海深圳湾畔花园,3室2厅,120,中楼层,西南,850,70833,2003,2016.03
福田 福田中心,彩福大厦,1室1厅,52,中楼层,北,230,44230,2001,2016.03
宝安 西乡,青春庭园,1室0厅,28,中楼层,西南,125,44642,2004,2016.03
福田 梅林,百兴苑,3室2厅,97,中楼层,南,420,43298,2000,2016.03
南山 华侨城,首地容御,2室2厅,87,高楼层,南 北,695,79885,2011,2016.03
罗湖 新秀,京基东方都会,1室1厅,35,高楼层,西,173,49428,2004,2016.03
罗湖 百仕达,新港鸿花园,2室1厅,82,高楼层,东北,361,44024,1998,2016.03
罗湖 春风路,银座金钻,1室1厅,41,高楼层,南,188,45853,1992,2016.03
南山 后海,福园单身公寓,1室1厅,38,高楼层,南,150,39473,1989,2016.03
宝安 宝安中心,天悦龙庭,3室2厅,115,低楼层,南,799,69478,2005,2016.03
宝安 西乡,佳华新村,5室2厅,178,低楼层,南,650,36516,2004,2016.03
罗湖 地王,红桂皇冠,1室0厅,30,低楼层,南,135,45000,2006,2016.03
罗湖 莲塘,雍翠豪园,2室2厅,62,高楼层,北,348,56129,2001,2016.03
宝安 宝安中心,泰安花园,3室2厅,91,中楼层,东南,363,39890,1998,2016.03
龙岗 布吉,万科公园里二期,3室2厅,78,低楼层,东南,343,43974,未知,2016.03
罗湖 布心,比华利山庄,4室1厅,129,高楼层,东南,328,25426,1995,2016.03
龙岗 坂田,中海日辉台,2室1厅,70,低楼层,东 西,280,40000,2005,2016.03
宝安 西乡,丽景城,3室2厅,112,中楼层,东南,525,46875,2003,2016.03
宝安 西乡,青春庭园,1室0厅,24,高楼层,东北,103,42916,2004,2016.03
龙华新区 民治,皓月花园,3室2厅,86,高楼层,南,468.8,54511,未知,2016.03
宝安 西乡,丽景城,4室2厅,97,中楼层,东南,520,53608,2003,2016.03
龙岗 龙岗中心,中海康城国际,1室1厅,50,中楼层,南,183.5,36700,2011,2016.03
南山 大学城,南国丽城,3室2厅,108,高楼层,东南,608,56296,2003,2016.03
宝安 西乡,大益广场,2室2厅,76,中楼层,南,335,44078,未知,2016.03
南山 大学城,南国丽城,4室2厅,105,中楼层,南,610,58095,2003,2016.03
宝安 西乡,金海华府,3室2厅,81,低楼层,东南,450,55555,2008,2016.03
龙岗 布吉,桂芳园八期,3室1厅,96,高楼层,西南,456,47500,2006,2016.03
龙岗 龙岗中心,海逸雅居,3室2厅,119,低楼层,南,337.8,28386,2003,2016.03
龙岗 布吉,百合山庄,2室1厅,72,低楼层,南,299,41527,2000,2016.03
南山 西丽,水木华庭,3室2厅,86,中楼层,南,508,59069,2002,2016.03
龙岗 布吉,中海怡翠山庄,3室1厅,93,中楼层,南,378,40645,2000,2016.03
福田 八卦岭,八卦岭宿舍,2室1厅,55,中楼层,北,253,46000,1983,2016.03
福田 华强南,红岭大厦,2室1厅,50,高楼层,东南,219.5,43900,1985,2016.03
龙岗 布吉,佳兆业可园四期,2室2厅,71,低楼层,北,315,44366,2005,2016.03
南山 前海,阳光花地苑,1室1厅,40,中楼层,南,286,71500,未知,2016.03
福田 莲花,长城盛世家园二期,3室2厅,109,中楼层,西南,760,69724,2004,2016.03
龙岗 布吉,吉星花园,4室1厅,80,高楼层,东南,220,27500,1985,2016.03
盐田 沙头角,碧桐湾,1室1厅,31,中楼层,东,140,45161,2002,2016.03
福田 石厦,益田村,3室2厅,92,低楼层,北,515,55978,2002,2016.03
南山 南头,桃苑小区,1室1厅,30,中楼层,南,157,52333,2003,2016.03
福田 上下沙,红树家邻,1室0厅,28,中楼层,东南,163,58214,2000,2016.03
龙岗 布吉,龙珠花园(布吉),2室1厅,60,低楼层,南,218,36333,1999,2016.03
福田 新洲,韵动家园,1室1厅,42,低楼层,东,245,58333,2005,2016.03
南山 后海,天海花园,3室1厅,91,高楼层,南,720,79120,1995,2016.03
罗湖 新秀,曦龙山庄,1室1厅,55,中楼层,南,208,37818,2001,2016.03
宝安 新安,宝雅花园,2室2厅,81,高楼层,东南,455,56172,1998,2016.03
龙岗 布吉,东方半岛花园,3室2厅,81,中楼层,西北,285,35185,2001,2016.03
罗湖 莲塘,名骏豪庭,2室2厅,71,高楼层,南,350,49295,2003,2016.03
龙岗 布吉,国展苑,2室1厅,51,中楼层,南,172,33725,2002,2016.03
宝安 西乡,翠景居,1室0厅,38,高楼层,东南,138,36315,2003,2016.03
宝安 西乡,中粮澜山,5室2厅,142,中楼层,东南,687,48380,2009,2016.03
宝安 新安,新安湖花园,1室1厅,52,中楼层,东南,268,51538,1993,2016.03
南山 前海,星海名城二期七组团,3室2厅,88,高楼层,西,578,65681,2002,2016.03
宝安 桃源居,凤凰雅居,2室2厅,50,高楼层,南,259,51800,2009,2016.03
罗湖 清水河,龙园山庄,3室1厅,80,中楼层,南,288,36000,1997,2016.03
龙华新区 民治,碧水龙庭,2室1厅,73,中楼层,南,336,46027,2007,2016.03
龙岗 布吉,桂芳园六期,2室2厅,70,中楼层,西北,285,40714,2005,2016.03
福田 景田,市政大院,3室1厅,88,高楼层,南,530,60227,2009,2016.03
龙岗 布吉,龙珠花园(布吉),2室1厅,60,中楼层,北,218,36333,1999,2016.03
宝安 新安,文化局宿舍,2室2厅,92,高楼层,东南,348,37826,未知,2016.03
福田 华强南,京基御景华城,1室0厅,32,低楼层,西北,162.5,50781,2005,2016.03
南山 前海,心语家园,2室1厅,60,高楼层,东南,372,62000,2002,2016.03
罗湖 莲塘,鹏兴花园六期,2室2厅,80,低楼层,西北,450,56250,2003,2016.03
宝安 宝安中心,泰华俊庭,1室1厅,45,高楼层,西南,229,50888,2005,2016.03
福田 上下沙,绿景蓝湾半岛(福田),1室0厅,27,高楼层,南,133,49259,2004,2016.03
罗湖 万象城,卫检大院,2室2厅,66,低楼层,南 北,266.5,40378,1993,2016.03
宝安 西乡,槟城西岸,3室2厅,75,低楼层,西南,498,66400,2008,2016.03
南山 蛇口,花园城三期,1室1厅,66,高楼层,东南,445,67424,2005,2016.03
龙岗 布吉,佳兆业可园一期二期三期,5室2厅,94,中楼层,南,516,54893,2005,2016.03
龙岗 布吉,中兆花园,2室2厅,46,中楼层,东南,192.5,41847,2001,2016.03
福田 皇岗,皇都广场,3室1厅,108,中楼层,西南,400,37037,2001,2016.03
宝安 西乡,天骄世家,3室2厅,97,中楼层,东南 西南,495,51030,未知,2016.03
南山 南头,西海明珠花园,1室0厅,38,中楼层,东南,205,53947,2004,2016.03
宝安 西乡,碧海富通城三期,3室2厅,94,高楼层,东南,531,56489,2007,2016.03
南山 前海,星海名城一期组团四,2室2厅,71,中楼层,南,493,69436,2001,2016.03
宝安 西乡,福中福花园二期,2室2厅,70,中楼层,东南,313,44714,2002,2016.03
南山 前海,鼎太风华五期,2室1厅,85,中楼层,西南,737,86705,2005,2016.03
龙岗 南联,东方瑞景苑,1室0厅,32,中楼层,东南,80,25000,2011,2016.03
龙华新区 龙华中心,银泉花园,3室2厅,95,低楼层,南,358,37684,1999,2016.03
宝安 西乡,金港华庭,2室2厅,65,高楼层,东北,345,53076,2008,2016.03
宝安 新安,御景台,2室2厅,82,低楼层,西北,558,68048,2002,2016.03
龙岗 坂田,万科城,3室2厅,124,中楼层,西南,627,50564,2004,2016.03
龙岗 坂田,十二橡树庄园一期,2室1厅,68,中楼层,东南,245,36029,2012,2016.03
福田 华强北,群星广场,3室2厅,76,高楼层,南,570,75000,2001,2016.03
南山 南头,工商楼,3室1厅,93,中楼层,南,420,45161,未知,2016.03
宝安 宝安中心,花样年花郡(宝安),1室0厅,27,中楼层,东南,162,60000,2010,2016.03
福田 华强北,红荔村,3室2厅,78,高楼层,南,620,79487,1989,2016.03
福田 福田保税区,圆梦园,4室2厅,142,低楼层,南,748,52676,未知,2016.03
罗湖 黄贝岭,金安大厦,3室1厅,89,中楼层,东南,350,39325,1995,2016.03
福田 香蜜湖,香珠花园,1室1厅,42,高楼层,北,418,99523,1998,2016.03
福田 皇岗,伟柏花园,2室2厅,66,低楼层,东南,329.5,49924,1997,2016.03
罗湖 洪湖,洪湖二街2号大院,2室1厅,70,低楼层,南,281,40142,1988,2016.03
南山 南头,前海金岸,1室0厅,28,中楼层,东北,188,67142,2006,2016.03
南山 科技园,汇景豪苑,3室2厅,122,中楼层,南,650,53278,未知,2016.03
龙华新区 民治,碧水龙庭,2室1厅,44,低楼层,北,240,54545,2007,2016.03
福田 华强北,金茂礼都,1室1厅,43,低楼层,南,450,104651,2004,2016.03
龙华新区 龙华中心,龙泽榕园,3室2厅,106,高楼层,东,343,32358,2008,2016.03
福田 梅林,深华公寓,1室1厅,43,高楼层,南,159.5,37093,未知,2016.03
龙华新区 民治,潜龙鑫茂花园C区,1室1厅,40,低楼层,北,124.6,31150,2006,2016.03
宝安 新安,勤诚达22世纪,6室3厅,201,未知楼层,南,1380,68656,未知,2016.03
龙岗 布吉,汇福花园,3室2厅,102,低楼层,东,288,28235,1999,2016.03
福田 皇岗,水围龙轩豪庭,1室1厅,48,低楼层,南,300,62500,2012,2016.03
罗湖 洪湖,洪湖花园,3室2厅,98,高楼层,东南 南,400,40816,1995,2016.03
福田 石厦,合正佳园,2室2厅,82,中楼层,南,597,72804,2003,2016.03
龙华新区 清湖,美丽365花园,3室2厅,81,高楼层,东,310,38271,2009,2016.03
福田 八卦岭,城市主场,2室1厅,66,低楼层,南,409,61969,2005,2016.03
罗湖 东门,缤纷时代家园,1室1厅,41,高楼层,西,255.5,62317,2003,2016.03
福田 竹子林,越海家园,3室2厅,114,高楼层,南,850,74561,2005,2016.03
福田 华强南,京基御景华城,2室1厅,67,高楼层,东南,389,58059,2005,2016.03
盐田 沙头角,中信海滨花园,3室2厅,111,低楼层,南,318,28648,1995,2016.03
龙华新区 龙华中心,煜丰泽花园广场,3室2厅,80,高楼层,东,215.38,26922,2002,2016.03
罗湖 东门,东悦名轩,1室1厅,36,中楼层,东北,220,61111,未知,2016.03
龙华新区 深圳北站,世纪春城四期,2室2厅,75,中楼层,东南,360,48000,2008,2016.03
罗湖 东门,东港中心,1室1厅,53,低楼层,北,175,33018,未知,2016.03
罗湖 清水河,龙园山庄,1室0厅,32,中楼层,北,127.5,39843,2006,2016.03
龙岗 布吉,加洲花园,2室1厅,56,高楼层,东南,200,35714,2000,2016.03
罗湖 春风路,长丰苑,2室1厅,46,低楼层,东,169,36739,2000,2016.03
龙岗 布吉,国展苑,2室2厅,50,低楼层,西南,157,31400,2002,2016.03
福田 上下沙,花好园,1室0厅,29,中楼层,东南,180,62068,2005,2016.03
宝安 新安,西城品阁,1室1厅,36,中楼层,西北,172,47777,未知,2016.03
南山 白石洲,祥祺花园,3室2厅,94,低楼层,南 北,451,47978,1997,2016.03
龙岗 坂田,十二橡树庄园一期,3室1厅,72,中楼层,北,299.5,41597,2012,2016.03
龙岗 布吉,英郡年华,3室1厅,46,中楼层,东北,225,48913,2008,2016.03
福田 香蜜湖,合正香蜜原著,3室2厅,125,中楼层,南,1387,110960,2013,2016.03
龙岗 布吉,国展苑,2室1厅,52,高楼层,东 东北,166.3,31980,2002,2016.03
宝安 新安,弘雅花园第二期,2室1厅,80,高楼层,西南,310,38750,1996,2016.03
南山 红树湾,百仕达红树西岸,3室2厅,173,低楼层,南,1500,86705,2005,2016.03
龙岗 布吉,中兆花园,3室2厅,68,高楼层,南,220,32352,2001,2016.03
龙岗 南联,深房传麒尚林,2室2厅,79,高楼层,南,255,32278,2013,2016.03
南山 科技园,滨福世纪广场,1室1厅,51,中楼层,南,530,103921,2004,2016.03
罗湖 洪湖,洪湖花园,3室2厅,98,中楼层,东,390,39795,1995,2016.03
龙岗 布吉,万科红一期,1室0厅,34,低楼层,西北,163.9,48205,2011,2016.03
龙岗 布吉,桂芳园六期,3室2厅,95,中楼层,西南,410,43157,2005,2016.03
宝安 新安,黄金大厦,2室1厅,42,低楼层,东,207,49285,2012,2016.03
福田 华强北,红荔村,2室1厅,67,中楼层,南,545,81343,1989,2016.03
龙华新区 龙华中心,金碧世家,1室1厅,35,中楼层,东南,159.8,45657,未知,2016.03
福田 上下沙,金地名轩,2室1厅,70,中楼层,南,445,63571,2008,2016.03
龙华新区 龙华中心,丹枫雅苑,1室1厅,49,低楼层,西北,195,39795,2008,2016.03
宝安 西乡,泰华阳光海小区,3室2厅,105,中楼层,南 北,690,65714,2008,2016.03
宝安 新安,创业二村,2室2厅,76,中楼层,东南,323.9,42618,2001,2016.03
南山 前海,太子山庄,3室2厅,103,中楼层,南 北,526,51067,1996,2016.03
福田 梅林,梅兴苑,1室1厅,41,高楼层,南 北,193,47073,1996,2016.03
宝安 西乡,海涛居,2室2厅,66,高楼层,东南,269,40757,2004,2016.03
宝安 新安,白金时代,3室1厅,33,低楼层,东南,198,60000,1993,2016.03
龙华新区 观澜,招商澜园,5室2厅,135,中楼层,南,185,13703,未知,2016.03
龙华新区 观澜,招商澜园,5室2厅,135,中楼层,南,275,20370,未知,2016.03
罗湖 春风路,长丰苑,1室1厅,46,高楼层,南,171.5,37282,2000,2016.03
罗湖 春风路,联城美园,1室0厅,27,中楼层,北,145,53703,2006,2016.03
龙岗 横岗,隆盛花园,3室2厅,112,低楼层,东南,295,26339,2001,2016.03
罗湖 莲塘,鹏基公寓,1室0厅,33,低楼层,东,165,50000,1996,2016.03
龙岗 横岗,中海大山地,3室2厅,90,高楼层,西南,352,39111,2009,2016.03
福田 华强南,红岭大厦,2室1厅,55,高楼层,东,232.5,42272,1985,2016.03
罗湖 黄贝岭,海富花园,3室2厅,86,低楼层,北,360,41860,1992,2016.03
福田 福田中心,华景花园,3室2厅,97,中楼层,西南,441.8,45546,1995,2016.03
龙岗 布吉,桂芳园六期,3室2厅,96,低楼层,东南,400,41666,2005,2016.03
南山 南山中心,现代城华庭,2室1厅,70,低楼层,东南,424.5,60642,2004,2016.03
